"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","TEMP","TEMP_ATTRIBUTES","DEWP","DEWP_ATTRIBUTES","SLP","SLP_ATTRIBUTES","STP","STP_ATTRIBUTES","VISIB","VISIB_ATTRIBUTES","WDSP","WDSP_ATTRIBUTES","MXSPD","GUST","MAX","MAX_ATTRIBUTES","MIN","MIN_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNDP","FRSHTT"
"01023199999","2016-01-01","64.35","7.8","0.0","DRAUGEN, NO","  45.3","24","  30.4","24","9999.9"," 0","999.9"," 0","999.9"," 0"," 27.1","24"," 36.9","999.9","  48.2","*","  42.8","*"," 0.00","I","999.9","000000"
"01023199999","2016-01-02","64.35","7.8","0.0","DRAUGEN, NO","  40.6","24","  26.8","24","9999.9"," 0","999.9"," 0","999.9"," 0"," 26.4","24"," 33.0","999.9","  44.6","*","  35.6","*"," 0.00","I","999.9","000000"
"01023199999","2016-01-03","64.35","7.8","0.0","DRAUGEN, NO","  34.3","24","  16.9","24","9999.9"," 0","999.9"," 0","999.9"," 0"," 15.3","24"," 26.0","999.9","  35.6","*","  30.2","*"," 0.00","I","999.9","000000"
"01023199999","2016-01-04","64.35","7.8","0.0","DRAUGEN, NO","  27.6","24","  12.2","24","9999.9"," 0","999.9"," 0","999.9"," 0"," 20.8","24"," 29.9","999.9","  30.2","*","  24.8","*","99.99"," ","999.9","001000"
"01023199999","2016-01-05","64.35","7.8","0.0","DRAUGEN, NO","  31.5","24","  19.4","24","9999.9"," 0","999.9"," 0","999.9"," 0"," 16.8","24"," 25.1"," 31.1","  33.8","*","  24.8","*","99.99"," ","999.9","001000"
"01023199999","2016-01-06","64.35","7.8","0.0","DRAUGEN, NO","  33.1","24","  26.4","24","9999.9"," 0","999.9"," 0","999.9"," 0"," 18.2","24"," 22.0","999.9","  37.4","*","  30.2","*"," 0.00","I","999.9","000000"
"01023199999","2016-01-07","64.35","7.8","0.0","DRAUGEN, NO","  30.5","24","  16.1","24","9999.9"," 0","999.9"," 0","999.9"," 0"," 18.1","24"," 25.1","999.9","  33.8","*","  28.4","*"," 0.00","I","999.9","000000"
"01023199999","2016-01-08","64.35","7.8","0.0","DRAUGEN, NO","  22.7","24","  11.3","24","9999.9"," 0","999.9"," 0","999.9"," 0"," 23.2","20"," 28.0"," 35.9","  28.4","*","  19.4","*","99.99"," ","999.9","001000"
"01023199999","2016-01-09","64.35","7.8","0.0","DRAUGEN, NO","  26.6","24","   9.6","24","9999.9"," 0","999.9"," 0","999.9"," 0"," 24.3","15"," 31.1","999.9","  28.4","*","  23.0","*"," 0.00","I","999.9","000000"
"01023199999","2016-01-10","64.35","7.8","0.0","DRAUGEN, NO","  26.9","24","  11.7","24","9999.9"," 0","999.9"," 0","999.9"," 0"," 34.3","22"," 41.0","999.9","  32.0","*","  24.8","*"," 0.00","I","999.9","000000"
"01023199999","2016-01-11","64.35","7.8","0.0","DRAUGEN, NO","  35.1","24","  20.5","24","9999.9"," 0","999.9"," 0","999.9"," 0"," 20.6","24"," 28.0","999.9","  37.4","*","  32.0","*"," 0.00","I","999.9","000000"
"01023199999","2016-01-12","64.35","7.8","0.0","DRAUGEN, NO","  29.5","24","  15.6","24","9999.9"," 0","999.9"," 0","999.9"," 0"," 26.4","24"," 32.1"," 36.9","  32.0","*","  28.4","*"," 0.00","I","999.9","000000"
"01023199999","2016-01-13","64.35","7.8","0.0","DRAUGEN, NO","  29.5","24","  15.9","24","9999.9"," 0","999.9"," 0","999.9"," 0"," 24.8","24"," 31.1","999.9","  32.0","*","  28.4","*"," 0.00","I","999.9","000000"
"01023199999","2016-01-14","64.35","7.8","0.0","DRAUGEN, NO","  28.4","24","  11.1","24","9999.9"," 0","999.9"," 0","999.9"," 0"," 19.4","24"," 25.1","999.9","  30.2","*","  28.4","*"," 0.00","I","999.9","000000"
"01023199999","2016-01-15","64.35","7.8","0.0","DRAUGEN, NO","  31.0","24","  10.3","24","9999.9"," 0","999.9"," 0","999.9"," 0"," 16.3","24"," 24.1","999.9","  37.4","*","  28.4","*"," 0.00","I","999.9","000000"
"01023199999","2016-01-16","64.35","7.8","0.0","DRAUGEN, NO","  35.8","24","  22.9","24","9999.9"," 0","999.9"," 0","999.9"," 0"," 12.7","24"," 31.1","999.9","  37.4","*","  32.0","*","99.99"," ","999.9","010100"
"01023199999","2016-01-17","64.35","7.8","0.0","DRAUGEN, NO","  36.3","24","  25.8","24","9999.9"," 0","999.9"," 0","999.9"," 0"," 28.2","24"," 41.0","999.9","  39.2","*","  33.8","*","99.99"," ","999.9","001000"
"01023199999","2016-01-18","64.35","7.8","0.0","DRAUGEN, NO","  37.2","24","  25.2","24","9999.9"," 0","999.9"," 0","999.9"," 0"," 18.9","24"," 36.9","999.9","  39.2","*","  32.0","*","99.99"," ","999.9","001000"
"01023199999","2016-01-19","64.35","7.8","0.0","DRAUGEN, NO","  33.9","24","  21.1","24","9999.9"," 0","999.9"," 0","999.9"," 0"," 19.0","24"," 26.0"," 35.0","  37.4","*","  30.2","*","99.99"," ","999.9","001000"
"01023199999","2016-01-20","64.35","7.8","0.0","DRAUGEN, NO","  35.7","24","  22.8","24","9999.9"," 0","999.9"," 0","999.9"," 0"," 19.5","24"," 31.1"," 40.0","  37.4","*","  32.0","*","99.99"," ","999.9","001000"
"01023199999","2016-01-21","64.35","7.8","0.0","DRAUGEN, NO","  36.3","24","  27.0","24","9999.9"," 0","999.9"," 0","999.9"," 0"," 15.0","24"," 32.1","999.9","  41.0","*","  33.8","*","99.99"," ","999.9","001000"
"01023199999","2016-01-22","64.35","7.8","0.0","DRAUGEN, NO","  38.8","24","  26.4","24","9999.9"," 0","999.9"," 0","999.9"," 0"," 22.1","24"," 35.0","999.9","  41.0","*","  35.6","*"," 0.00","I","999.9","000000"
"01023199999","2016-01-23","64.35","7.8","0.0","DRAUGEN, NO","  43.2","24","  38.4","24","9999.9"," 0","999.9"," 0","999.9"," 0"," 20.3","24"," 33.0","999.9","  46.4","*","  39.2","*"," 0.00","I","999.9","000000"
"01023199999","2016-01-24","64.35","7.8","0.0","DRAUGEN, NO","  44.1","24","  40.1","24","9999.9"," 0","999.9"," 0","999.9"," 0"," 16.1","24"," 31.1","999.9","  46.4","*","  41.0","*"," 0.00","I","999.9","000000"
"01023199999","2016-01-25","64.35","7.8","0.0","DRAUGEN, NO","  45.4","21","  43.7","21","9999.9"," 0","999.9"," 0","999.9"," 0"," 22.7","21"," 36.9","999.9","  50.0","*","  41.0","*","99.99"," ","999.9","010000"
"01023199999","2016-01-26","64.35","7.8","0.0","DRAUGEN, NO","  42.8","24","  23.5","24","9999.9"," 0","999.9"," 0","999.9"," 0"," 28.4","24"," 40.0"," 49.0","  48.2","*","  39.2","*","99.99"," ","999.9","010000"
"01023199999","2016-01-27","64.35","7.8","0.0","DRAUGEN, NO","  41.4","24","  18.7","24","9999.9"," 0","999.9"," 0","999.9"," 0"," 18.8","24"," 35.0","999.9","  42.8","*","  39.2","*"," 0.00","I","999.9","000000"
"01023199999","2016-01-28","64.35","7.8","0.0","DRAUGEN, NO","  40.0","24","  14.9","19","9999.9"," 0","999.9"," 0","999.9"," 0"," 23.0","24"," 39.0","999.9","  42.8","*","  35.6","*"," 0.00","I","999.9","000000"
"01023199999","2016-01-29","64.35","7.8","0.0","DRAUGEN, NO","  42.6","22","  19.0","21","9999.9"," 0","999.9"," 0","999.9"," 0"," 34.9","21","999.9"," 99.1","  46.4","*","  37.4","*","99.99"," ","999.9","010000"
"01023199999","2016-01-30","64.35","7.8","0.0","DRAUGEN, NO","  39.9","19"," -12.8","16","9999.9"," 0","999.9"," 0","999.9"," 0"," 25.1","19","999.9"," 85.1","  42.8","*","  37.4","*"," 0.00","I","999.9","000000"
"01023199999","2016-01-31","64.35","7.8","0.0","DRAUGEN, NO","  38.0","16","  -6.8","11","9999.9"," 0","999.9"," 0","999.9"," 0"," 33.6","14"," 46.0"," 52.1","  39.2","*","  33.8","*"," 0.00","I","999.9","000000"
"01023199999","2016-02-01","64.35","7.8","0.0","DRAUGEN, NO","  38.2","24","  14.2","18","9999.9"," 0","999.9"," 0","999.9"," 0"," 29.5","24"," 52.1"," 60.0","  42.8","*","  33.8","*"," 0.00","I","999.9","000000"
"01023199999","2016-02-02","64.35","7.8","0.0","DRAUGEN, NO","  40.3","24","  16.0","24","9999.9"," 0","999.9"," 0","999.9"," 0"," 13.1","24"," 22.9"," 28.0","  41.0","*","  37.4","*"," 0.00","I","999.9","000000"
"01023199999","2016-02-03","64.35","7.8","0.0","DRAUGEN, NO","  38.5","23","  30.1","23","9999.9"," 0","999.9"," 0","999.9"," 0"," 26.1","23"," 38.1"," 41.0","  41.0","*","  35.6","*","99.99"," ","999.9","001000"
"01023199999","2016-02-04","64.35","7.8","0.0","DRAUGEN, NO","  38.2","24","  30.6","24","9999.9"," 0","999.9"," 0","999.9"," 0"," 25.2","24"," 39.0","999.9","  41.0","*","  33.8","*"," 0.00","I","999.9","000000"
"01023199999","2016-02-05","64.35","7.8","0.0","DRAUGEN, NO","  37.7","24","  30.4","24","9999.9"," 0","999.9"," 0","999.9"," 0"," 17.2","24"," 27.0","999.9","  41.0","*","  33.8","*"," 0.00","I","999.9","000000"
"01023199999","2016-02-06","64.35","7.8","0.0","DRAUGEN, NO","  42.0","24","  36.6","24","9999.9"," 0","999.9"," 0","999.9"," 0"," 22.6","24"," 35.0","999.9","  42.8","*","  39.2","*","99.99"," ","999.9","010000"
"01023199999","2016-02-07","64.35","7.8","0.0","DRAUGEN, NO","  42.4","24","  34.4","24","9999.9"," 0","999.9"," 0","999.9"," 0"," 14.2","24"," 27.0"," 40.0","  44.6","*","  41.0","*"," 0.00","I","999.9","000000"
"01023199999","2016-02-08","64.35","7.8","0.0","DRAUGEN, NO","  43.2","24","  34.6","24","9999.9"," 0","999.9"," 0","999.9"," 0"," 15.2","24"," 25.1","999.9","  44.6","*","  39.2","*","99.99"," ","999.9","010000"
"01023199999","2016-02-09","64.35","7.8","0.0","DRAUGEN, NO","  41.5","24","  36.7","24","9999.9"," 0","999.9"," 0","999.9"," 0"," 13.5","24"," 28.0","999.9","  44.6","*","  39.2","*","99.99"," ","999.9","010000"
"01023199999","2016-02-10","64.35","7.8","0.0","DRAUGEN, NO","  39.1","24","  27.7","24","9999.9"," 0","999.9"," 0","999.9"," 0"," 33.2","24"," 41.0"," 47.0","  41.0","*","  33.8","*"," 0.00","I","999.9","000000"
"01023199999","2016-02-11","64.35","7.8","0.0","DRAUGEN, NO","  36.1","24","  22.2","24","9999.9"," 0","999.9"," 0","999.9"," 0"," 25.5","24"," 34.0"," 36.9","  37.4","*","  33.8","*"," 0.00","I","999.9","000000"
"01023199999","2016-02-12","64.35","7.8","0.0","DRAUGEN, NO","  36.7","24","  24.0","24","9999.9"," 0","999.9"," 0","999.9"," 0"," 28.5","24"," 38.1","999.9","  37.4","*","  33.8","*","99.99"," ","999.9","001000"
"01023199999","2016-02-13","64.35","7.8","0.0","DRAUGEN, NO","  35.7","24","  23.0","24","9999.9"," 0","999.9"," 0","999.9"," 0"," 20.8","24"," 35.0","999.9","  37.4","*","  32.0","*","99.99"," ","999.9","001000"
"01023199999","2016-02-14","64.35","7.8","0.0","DRAUGEN, NO","  35.4","24","  28.3","24","9999.9"," 0","999.9"," 0","999.9"," 0"," 10.9","24"," 27.0","999.9","  39.2","*","  32.0","*","99.99"," ","999.9","001000"
"01023199999","2016-02-15","64.35","7.8","0.0","DRAUGEN, NO","  35.7","22","  25.6","22","9999.9"," 0","999.9"," 0","999.9"," 0"," 15.2","22"," 27.0","999.9","  37.4","*","  32.0","*","99.99"," ","999.9","001000"
"01023199999","2016-02-16","64.35","7.8","0.0","DRAUGEN, NO","  37.5","24","  27.7","24","9999.9"," 0","999.9"," 0","999.9"," 0"," 24.1","24"," 46.0"," 49.9","  44.6","*","  33.8","*","99.99"," ","999.9","001000"
"01023199999","2016-02-17","64.35","7.8","0.0","DRAUGEN, NO","  42.5","24","  35.8","24","9999.9"," 0","999.9"," 0","999.9"," 0"," 35.2","24"," 48.0"," 56.9","  44.6","*","  41.0","*","99.99"," ","999.9","110000"
"01023199999","2016-02-18","64.35","7.8","0.0","DRAUGEN, NO","  38.3","23","  33.1","23","9999.9"," 0","999.9"," 0","999.9"," 0"," 25.8","23"," 31.1","999.9","  41.0","*","  33.8","*","99.99"," ","999.9","010000"
"01023199999","2016-02-19","64.35","7.8","0.0","DRAUGEN, NO","  40.5","24","  30.6","24","9999.9"," 0","999.9"," 0","999.9"," 0"," 29.7","24"," 35.9","999.9","  42.8","*","  39.2","*"," 0.00","I","999.9","000000"
"01023199999","2016-02-20","64.35","7.8","0.0","DRAUGEN, NO","  40.8","24","  30.6","24","9999.9"," 0","999.9"," 0","999.9"," 0"," 24.8","24"," 31.1"," 36.9","  44.6","*","  37.4","*","99.99"," ","999.9","010000"
"01023199999","2016-02-21","64.35","7.8","0.0","DRAUGEN, NO","  38.1","24","  32.2","24","9999.9"," 0","999.9"," 0","999.9"," 0"," 22.6","24"," 29.9","999.9","  41.0","*","  33.8","*","99.99"," ","999.9","010000"
"01023199999","2016-02-22","64.35","7.8","0.0","DRAUGEN, NO","  38.8","24","  30.7","24","9999.9"," 0","999.9"," 0","999.9"," 0"," 15.3","24"," 28.0","999.9","  41.0","*","  35.6","*","99.99"," ","999.9","001000"
"01023199999","2016-02-23","64.35","7.8","0.0","DRAUGEN, NO","  39.8","24","  33.2","24","9999.9"," 0","999.9"," 0","999.9"," 0"," 22.3","24"," 34.0"," 45.1","  41.0","*","  37.4","*","99.99"," ","999.9","010000"
"01023199999","2016-02-24","64.35","7.8","0.0","DRAUGEN, NO","  40.0","24","  31.9","24","9999.9"," 0","999.9"," 0","999.9"," 0"," 19.3","24"," 28.0"," 35.9","  42.8","*","  35.6","*"," 0.00","I","999.9","000000"
"01023199999","2016-02-25","64.35","7.8","0.0","DRAUGEN, NO","  39.3","24","  32.1","24","9999.9"," 0","999.9"," 0","999.9"," 0"," 15.7","24"," 24.1"," 26.0","  41.0","*","  37.4","*","99.99"," ","999.9","010000"
"01023199999","2016-02-26","64.35","7.8","0.0","DRAUGEN, NO","  39.4","24","  32.5","24","9999.9"," 0","999.9"," 0","999.9"," 0"," 12.0","24"," 18.1"," 20.0","  42.8","*","  35.6","*"," 0.00","I","999.9","000000"
"01023199999","2016-02-27","64.35","7.8","0.0","DRAUGEN, NO","  38.8","24","  30.2","24","9999.9"," 0","999.9"," 0","999.9"," 0"," 16.3","24"," 24.1"," 32.1","  42.8","*","  35.6","*"," 0.00","I","999.9","000000"
